Zone Identifier;Source Identifier;Company Code;Posting Date;Financial Period;GCOA Account;Local Account;Cost Center;Cognos Account;Cognos Dimension;Measure Code;Currency;Amount
"MEX";"Budget";"2007";"";"2016M03";"6103008";"60001014";"190N7101C0";"405301";"ZM04";"BUDGET";"MXN";115.00000
"MEX";"Budget";"2007";"";"2016M03";"6104028";"60004518";"190N7D1640";"405101";"ZM04";"BUDGET";"MXN";1038.33000
"MEX";"Budget";"2007";"";"2016M03";"6104084";"60001017";"190N7101C0";"405301";"ZM04";"BUDGET";"MXN";762.52000
"MEX";"Budget";"2007";"";"2016M03";"6106002";"60003121";"190N7D31A0";"405000";"ZM04";"BUDGET";"MXN";4785.61000
"MEX";"Budget";"2007";"";"2016M03";"6106010";"60003150";"190N7D27A0";"405000";"ZM04";"BUDGET";"MXN";8100.00000
"MEX";"Budget";"2007";"";"2016M03";"6300000";"60000001";"190N7439C0";"405301";"ZM04";"BUDGET";"MXN";286374.51000
"MEX";"Budget";"2007";"";"2016M03";"6308501";"60001030";"190N7D06A0";"405000";"ZM04";"BUDGET";"MXN";896.97000
"MEX";"Budget";"2007";"";"2016M03";"6308510";"60001032";"190N7439C0";"405301";"ZM04";"BUDGET";"MXN";300.88000
"MEX";"Budget";"2007";"";"2016M04";"6022000";"60000807";"190N7439C0";"405301";"ZM04";"BUDGET";"MXN";3500.00000
"MEX";"Budget";"2007";"";"2016M04";"6025000";"60000217";"190N7D31A0";"405000";"ZM04";"BUDGET";"MXN";3832.42000
"MEX";"Budget";"2007";"";"2016M04";"6025010";"60000218";"190N7D32A0";"405000";"ZM04";"BUDGET";"MXN";7659.44000
"MEX";"Budget";"2007";"";"2016M04";"6025013";"60000220";"190N7D23A0";"405000";"ZM04";"BUDGET";"MXN";685.91000
"MEX";"Budget";"2007";"";"2016M04";"6101007";"60000215";"190N7C04A0";"405000";"ZM04";"BUDGET";"MXN";618.60000
"MEX";"Budget";"2007";"";"2016M04";"6101023";"60000216";"190N7439C0";"405301";"ZM04";"BUDGET";"MXN";5088.92000
"MEX";"Budget";"2007";"";"2016M04";"6101027";"60000219";"190N7C03A0";"405000";"ZM04";"BUDGET";"MXN";5218.33000
"MEX";"Budget";"2007";"";"2016M04";"6103002";"60001004";"190N7337C0";"405301";"ZM04";"BUDGET";"MXN";315.61000
"MEX";"Budget";"2007";"";"2016M04";"6103003";"60001011";"190N7C04A0";"405000";"ZM04";"BUDGET";"MXN";215.17000
"MEX";"Budget";"2007";"";"2016M04";"6103005";"60001009";"190N7D06A0";"405000";"ZM04";"BUDGET";"MXN";377.84000
"MEX";"Budget";"2007";"";"2016M04";"6104028";"60004518";"190N7D06A0";"405000";"ZM04";"BUDGET";"MXN";1564.91000
"MEX";"Budget";"2007";"";"2016M04";"6104036";"60001015";"190N7101C0";"405301";"ZM04";"BUDGET";"MXN";1664.16000
"MEX";"Budget";"2007";"";"2016M04";"6106002";"60003121";"190N7C04A0";"405000";"ZM04";"BUDGET";"MXN";1331.31000
"MEX";"Budget";"2007";"";"2016M04";"6106005";"60003122";"190N7D32A0";"405000";"ZM04";"BUDGET";"MXN";1127.03000
"MEX";"Budget";"2007";"";"2016M04";"6202000";"60003000";"190N7D23A0";"405000";"ZM04";"BUDGET";"MXN";26.47000
"MEX";"Budget";"2007";"";"2016M04";"6308501";"60001030";"190N7C03A0";"405000";"ZM04";"BUDGET";"MXN";41.59000
"MEX";"Budget";"2007";"";"2016M04";"6308502";"60001033";"190N7D33A0";"405000";"ZM04";"BUDGET";"MXN";26.37000
"MEX";"Budget";"2007";"";"2016M05";"6020000";"60000300";"190N7D32A0";"405000";"ZM04";"BUDGET";"MXN";35475.17000
"MEX";"Budget";"2007";"";"2016M05";"6025000";"60000217";"190N7D23A0";"405000";"ZM04";"BUDGET";"MXN";3052.48000
"MEX";"Budget";"2007";"";"2016M05";"6025010";"60000218";"190N7D24A0";"405000";"ZM04";"BUDGET";"MXN";48147.54000
"MEX";"Budget";"2009";"";"2016M09";"6101027";"60000219";"190N9D36A0";"405000";"ZM04";"BUDGET";"MXN";1475.73000
"MEX";"Budget";"2009";"";"2016M09";"6105014";"60000919";"170N9500F0";"405300";"ZM02";"BUDGET";"MXN";2577.58000
"MEX";"Budget";"2009";"";"2016M09";"6106005";"60003122";"190N9C04A0";"405000";"ZM04";"BUDGET";"MXN";1000.00000
"MEX";"Budget";"2009";"";"2016M09";"6201020";"60000513";"190N9101C0";"405301";"ZM04";"BUDGET";"MXN";14758.37000
"MEX";"Budget";"2009";"";"2016M09";"6305500";"60004407";"190N9D12A0";"405000";"ZM04";"BUDGET";"MXN";90803.82000
"MEX";"Budget";"2009";"";"2016M10";"6025010";"60000218";"190N9D23A0";"405000";"ZM04";"BUDGET";"MXN";394412.58000
"MEX";"Budget";"2009";"";"2016M10";"6100009";"60001101";"190N9101C0";"405301";"ZM04";"BUDGET";"MXN";4050.93000
"MEX";"Budget";"2009";"";"2016M10";"6101027";"60000219";"190N9D31A0";"405000";"ZM04";"BUDGET";"MXN";7320.03000
"MEX";"Budget";"2009";"";"2016M10";"6103015";"60004404";"190N9D24A0";"405000";"ZM04";"BUDGET";"MXN";1200.00000
"MEX";"Budget";"2009";"";"2016M10";"6106002";"60003121";"190N9D33A0";"405000";"ZM04";"BUDGET";"MXN";14000.00000
"MEX";"Budget";"2009";"";"2016M10";"6106501";"60001103";"190N9101C0";"405301";"ZM04";"BUDGET";"MXN";625.95000
"MEX";"Budget";"2009";"";"2016M10";"6300500";"60000022";"190N9439C0";"405301";"ZM04";"BUDGET";"MXN";67981.07000
"MEX";"Budget";"2009";"";"2016M10";"6308511";"60001034";"190N9C03A0";"405000";"ZM04";"BUDGET";"MXN";1590.00000
"MEX";"Budget";"2009";"";"2016M11";"6025010";"60000218";"190N9D07A0";"405000";"ZM04";"BUDGET";"MXN";9249.56000
"MEX";"Budget";"2009";"";"2016M11";"6025013";"60000220";"190N9D32A0";"405000";"ZM04";"BUDGET";"MXN";163.55000
"MEX";"Budget";"2009";"";"2016M11";"6101027";"60000219";"190N9D12A0";"405000";"ZM04";"BUDGET";"MXN";590.29000
"MEX";"Budget";"2009";"";"2016M11";"6103015";"60004404";"190N9D24A0";"405000";"ZM04";"BUDGET";"MXN";1200.00000
"MEX";"Budget";"2009";"";"2016M11";"6106002";"60003121";"190N9D27A0";"405000";"ZM04";"BUDGET";"MXN";369.69000
"MEX";"Budget";"2009";"";"2016M11";"6106010";"60003150";"190N9I50A0";"405000";"ZM04";"BUDGET";"MXN";39800.00000
"MEX";"Budget";"2009";"";"2016M11";"6300005";"60000007";"190N9B02A0";"405000";"ZM04";"BUDGET";"MXN";880129.08000
"MEX";"Budget";"2009";"";"2016M12";"6020000";"60000300";"190N9101C0";"405301";"ZM04";"BUDGET";"MXN";7567.00000
"MEX";"Budget";"2009";"";"2016M12";"6025010";"60000218";"190N9D33A0";"405000";"ZM04";"BUDGET";"MXN";10547.90000
"MEX";"Budget";"2009";"";"2016M12";"6101007";"60000215";"190N9D31A0";"405000";"ZM04";"BUDGET";"MXN";18826.34000
"MEX";"Budget";"2009";"";"2016M12";"6102000";"60003149";"190N9C03A0";"405000";"ZM04";"BUDGET";"MXN";36400.17000
"MEX";"Budget";"2009";"";"2016M12";"6104028";"60004518";"190N9439C0";"405301";"ZM04";"BUDGET";"MXN";208520.06000
"MEX";"Budget";"2009";"";"2016M12";"6106002";"60003121";"190N9D33A0";"405000";"ZM04";"BUDGET";"MXN";14000.00000
"MEX";"Budget";"2009";"";"2016M12";"6106501";"60001100";"190N9337C0";"405301";"ZM04";"BUDGET";"MXN";2000.00000
"MEX";"Budget";"2009";"";"2016M12";"6300005";"60000007";"190N9439C0";"405301";"ZM04";"BUDGET";"MXN";50911.76000
"MEX";"Budget";"2011";"";"2016M01";"6024004";"60000307";"190NBH49A0";"405000";"ZM04";"BUDGET";"MXN";3000.00000
"MEX";"Budget";"2011";"";"2016M01";"6025010";"60000218";"190NBD12A0";"405000";"ZM04";"BUDGET";"MXN";171066.25000
"MEX";"Budget";"2011";"";"2016M01";"6025013";"60000220";"190NBD33A0";"405000";"ZM04";"BUDGET";"MXN";491.91000
"MEX";"Budget";"2011";"";"2016M01";"6101023";"60000216";"190NBD23A0";"405000";"ZM04";"BUDGET";"MXN";22203.79000
"MEX";"Budget";"2011";"";"2016M01";"6103006";"60001006";"190NB101C0";"405301";"ZM04";"BUDGET";"MXN";900.00000
"MEX";"Budget";"2011";"";"2016M01";"6106501";"60001103";"190NB337C0";"405301";"ZM04";"BUDGET";"MXN";519.23000
"MEX";"Budget";"2011";"";"2016M01";"6304502";"60000504";"190NBC03A0";"405000";"ZM04";"BUDGET";"MXN";68061.06000
"MEX";"Budget";"2011";"";"2016M02";"6022000";"60000807";"190NBD1640";"405101";"ZM04";"BUDGET";"MXN";190.00000
"MEX";"Budget";"2011";"";"2016M02";"6025010";"60000218";"190NBC05A0";"405000";"ZM04";"BUDGET";"MXN";171.18000
"MEX";"Budget";"2011";"";"2016M02";"6025013";"60000220";"190NBD31A0";"405000";"ZM04";"BUDGET";"MXN";1321.27000
"MEX";"Budget";"2011";"";"2016M02";"6101023";"60000216";"190NBD11A0";"405000";"ZM04";"BUDGET";"MXN";9570.58000
"MEX";"Budget";"2011";"";"2016M02";"6103003";"60001011";"190NBD06A0";"405000";"ZM04";"BUDGET";"MXN";4400.00000
"MEX";"Budget";"2011";"";"2016M02";"6105017";"60000917";"570415O2F0";"405300";"ZM02";"BUDGET";"MXN";26115.84000
"MEX";"Budget";"2011";"";"2016M02";"6201026";"60003045";"190NBI50A0";"405000";"ZM04";"BUDGET";"MXN";1757.92000
"MEX";"Budget";"2011";"";"2016M02";"6308510";"60001032";"190NBC05A0";"405000";"ZM04";"BUDGET";"MXN";3745.00000
"MEX";"Budget";"2011";"";"2016M03";"6025000";"60000217";"190NBD07A0";"405000";"ZM04";"BUDGET";"MXN";521.42000
"MEX";"Budget";"2011";"";"2016M03";"6025011";"60004204";"190NBC03A0";"405000";"ZM04";"BUDGET";"MXN";30619.73000
"MEX";"Budget";"2011";"";"2016M03";"6101007";"60000215";"190NBD11A0";"405000";"ZM04";"BUDGET";"MXN";6449.91000
"MEX";"Budget";"2011";"";"2016M03";"6101027";"60000219";"190NBD31A0";"405000";"ZM04";"BUDGET";"MXN";13025.75000
"MEX";"Budget";"2011";"";"2016M03";"6106002";"60003121";"190NBI50A0";"405000";"ZM04";"BUDGET";"MXN";5656.08000
"MEX";"Budget";"2011";"";"2016M03";"6302001";"60003013";"190NB439C0";"405301";"ZM04";"BUDGET";"MXN";31806.54000
"MEX";"Budget";"2011";"";"2016M04";"6022000";"60000807";"190NB101C0";"405301";"ZM04";"BUDGET";"MXN";1400.00000
"MEX";"Budget";"2011";"";"2016M04";"6025010";"60000218";"190NBD06A0";"405000";"ZM04";"BUDGET";"MXN";14442.45000
"MEX";"Budget";"2011";"";"2016M04";"6025013";"60000220";"190NBD31A0";"405000";"ZM04";"BUDGET";"MXN";1178.04000
"MEX";"Budget";"2011";"";"2016M04";"6101023";"60000216";"190NBD12A0";"405000";"ZM04";"BUDGET";"MXN";18550.87000
"MEX";"Budget";"2011";"";"2016M04";"6103003";"60001011";"190NB101C0";"405301";"ZM04";"BUDGET";"MXN";3600.00000
"MEX";"Budget";"2011";"";"2016M04";"6106002";"60003121";"190NBD32A0";"405000";"ZM04";"BUDGET";"MXN";9286.00000
"MEX";"Budget";"2011";"";"2016M04";"6300500";"60000022";"190NBD06A0";"405000";"ZM04";"BUDGET";"MXN";99029.52000
"MEX";"Budget";"2011";"";"2016M05";"6025000";"60000217";"190NBC03A0";"405000";"ZM04";"BUDGET";"MXN";1289.79000
"MEX";"Budget";"2011";"";"2016M05";"6025010";"60000218";"190NBD24A0";"405000";"ZM04";"BUDGET";"MXN";26317.13000
"MEX";"Budget";"2011";"";"2016M05";"6100009";"60001101";"190NB101C0";"405301";"ZM04";"BUDGET";"MXN";885.11000
"MEX";"Budget";"2011";"";"2016M05";"6101023";"60000216";"190NBD31A0";"405000";"ZM04";"BUDGET";"MXN";29147.57000
"MEX";"Budget";"2011";"";"2016M05";"6103008";"60001014";"190NBC05A0";"405000";"ZM04";"BUDGET";"MXN";115.00000
"MEX";"Budget";"2011";"";"2016M05";"6106501";"60001103";"190NB337C0";"405301";"ZM04";"BUDGET";"MXN";519.23000
"MEX";"Budget";"2011";"";"2016M05";"6305500";"60004407";"190NBC03A0";"405000";"ZM04";"BUDGET";"MXN";53107.94000
"MEX";"Budget";"2011";"";"2016M06";"6024004";"60000307";"190NBD1640";"405101";"ZM04";"BUDGET";"MXN";3243.64000
"MEX";"Budget";"2011";"";"2016M06";"6025010";"60000218";"190NBD11A0";"405000";"ZM04";"BUDGET";"MXN";5343.11000
"MEX";"Budget";"2011";"";"2016M06";"6025017";"60000225";"190NBH49A0";"405000";"ZM04";"BUDGET";"MXN";524.37000
"MEX";"Budget";"2011";"";"2016M06";"6101023";"60000216";"190NBD06A0";"405000";"ZM04";"BUDGET";"MXN";20488.48000
"MEX";"Budget";"2011";"";"2016M06";"6103544";"60005116";"110NB50C60";"403000";"SM00";"BUDGET";"MXN";12000.00000
"MEX";"Budget";"2011";"";"2016M06";"6106501";"60001103";"190NB337C0";"405301";"ZM04";"BUDGET";"MXN";519.23000
"MEX";"Budget";"2011";"";"2016M06";"6305500";"60004407";"190NBC03A0";"405000";"ZM04";"BUDGET";"MXN";53107.94000
"MEX";"Budget";"2011";"";"2016M07";"6025000";"60000217";"190NBD07A0";"405000";"ZM04";"BUDGET";"MXN";521.42000
"MEX";"Budget";"2011";"";"2016M07";"6025010";"60000218";"190NBD33A0";"405000";"ZM04";"BUDGET";"MXN";12674.81000
"MEX";"Budget";"2011";"";"2016M07";"6100500";"60003104";"190NBH49A0";"405000";"ZM04";"BUDGET";"MXN";68095.00000
"MEX";"Budget";"2011";"";"2016M07";"6101027";"60000219";"190NBD11A0";"405000";"ZM04";"BUDGET";"MXN";16990.53000
"MEX";"Budget";"2011";"";"2016M07";"6105014";"60000919";"170NB500F0";"405300";"ZM02";"BUDGET";"MXN";1631.89000
"MEX";"Budget";"2011";"";"2016M07";"6201026";"60003045";"190NBH49A0";"405000";"ZM04";"BUDGET";"MXN";272.65000
"MEX";"Budget";"2011";"";"2016M07";"6308502";"60001033";"190NB439C0";"405301";"ZM04";"BUDGET";"MXN";5025.00000
"MEX";"Budget";"2011";"";"2016M08";"6025000";"60000217";"190NBD1640";"405101";"ZM04";"BUDGET";"MXN";3312.62000
"MEX";"Budget";"2011";"";"2016M08";"6025011";"60004204";"190NBD32A0";"405000";"ZM04";"BUDGET";"MXN";12813.24000
"MEX";"Budget";"2011";"";"2016M08";"6101007";"60000215";"190NBD12A0";"405000";"ZM04";"BUDGET";"MXN";116903.93000
"MEX";"Budget";"2011";"";"2016M08";"6101027";"60000219";"190NBD33A0";"405000";"ZM04";"BUDGET";"MXN";4555.08000
"MEX";"Budget";"2011";"";"2016M08";"6105014";"60000919";"170NB500F0";"405300";"ZM02";"BUDGET";"MXN";1631.89000
"MEX";"Budget";"2011";"";"2016M08";"6201026";"60003045";"190NBI50A0";"405000";"ZM04";"BUDGET";"MXN";1757.92000
"MEX";"Budget";"2011";"";"2016M08";"6308502";"60001033";"190NBD06A0";"405000";"ZM04";"BUDGET";"MXN";1257.00000
"MEX";"Budget";"2011";"";"2016M09";"6005000";"60000314";"190NBD33A0";"405000";"ZM04";"BUDGET";"MXN";1653.42000
"MEX";"Budget";"2011";"";"2016M09";"6025000";"60000217";"190NBI50A0";"405000";"ZM04";"BUDGET";"MXN";16642.08000
"MEX";"Budget";"2011";"";"2016M09";"6025013";"60000220";"190NBD11A0";"405000";"ZM04";"BUDGET";"MXN";2498.90000
"MEX";"Budget";"2011";"";"2016M09";"6101007";"60000215";"190NBD24A0";"405000";"ZM04";"BUDGET";"MXN";23108.90000
"MEX";"Budget";"2011";"";"2016M09";"6103544";"60005116";"110NB50C60";"403000";"SM00";"BUDGET";"MXN";12000.00000
"MEX";"Budget";"2011";"";"2016M09";"6200559";"60001300";"190NBD1640";"405101";"ZM04";"BUDGET";"MXN";1337.30000
"MEX";"Budget";"2011";"";"2016M09";"6306500";"60000006";"190NB439C0";"405301";"ZM04";"BUDGET";"MXN";65125.64000
"MEX";"Budget";"2011";"";"2016M09";"6308512";"60001035";"190NBD06A0";"405000";"ZM04";"BUDGET";"MXN";766.00000
"MEX";"Budget";"2011";"";"2016M10";"6025000";"60000217";"190NBD23A0";"405000";"ZM04";"BUDGET";"MXN";7772.16000
"MEX";"Budget";"2011";"";"2016M10";"6025013";"60000220";"190NBD11A0";"405000";"ZM04";"BUDGET";"MXN";2498.90000
"MEX";"Budget";"2011";"";"2016M10";"6101007";"60000215";"190NBD24A0";"405000";"ZM04";"BUDGET";"MXN";23108.90000
"MEX";"Budget";"2011";"";"2016M10";"6102000";"60003149";"190NBC03A0";"405000";"ZM04";"BUDGET";"MXN";37885.40000
"MEX";"Budget";"2011";"";"2016M10";"6106501";"60001103";"190NB337C0";"405301";"ZM04";"BUDGET";"MXN";519.23000
"MEX";"Budget";"2011";"";"2016M10";"6304502";"60000504";"190NBC03A0";"405000";"ZM04";"BUDGET";"MXN";68061.06000
"MEX";"Budget";"2011";"";"2016M11";"6020000";"60000300";"190NBI50A0";"405000";"ZM04";"BUDGET";"MXN";7432.00000
"MEX";"Budget";"2011";"";"2016M11";"6025010";"60000218";"190NBD06A0";"405000";"ZM04";"BUDGET";"MXN";14442.45000
"MEX";"Budget";"2007";"";"2016M11";"6101007";"60000215";"190N7439C0";"405301";"ZM04";"BUDGET";"MXN";26651.20000
"MEX";"Budget";"2007";"";"2016M11";"6101023";"60000216";"190N7101C0";"405301";"ZM04";"BUDGET";"MXN";739.51000
"MEX";"Budget";"2007";"";"2016M11";"6101023";"60000216";"190N7H49A0";"405000";"ZM04";"BUDGET";"MXN";701.38000
"MEX";"Budget";"2007";"";"2016M11";"6101027";"60000219";"190N7I50A0";"405000";"ZM04";"BUDGET";"MXN";22483.46000
"MEX";"Budget";"2007";"";"2016M11";"6103003";"60001011";"190N7337C0";"405301";"ZM04";"BUDGET";"MXN";339.81000
"MEX";"Budget";"2007";"";"2016M11";"6103005";"60001009";"190N7C03A0";"405000";"ZM04";"BUDGET";"MXN";25.10000
"MEX";"Budget";"2007";"";"2016M11";"6104028";"60004518";"190N7101C0";"405301";"ZM04";"BUDGET";"MXN";383.24000
"MEX";"Budget";"2007";"";"2016M11";"6104028";"60004518";"190N7D33A0";"405000";"ZM04";"BUDGET";"MXN";854.43000
"MEX";"Budget";"2007";"";"2016M11";"6106002";"60003121";"190N7D06A0";"405000";"ZM04";"BUDGET";"MXN";10389.91000
"MEX";"Budget";"2007";"";"2016M11";"6106005";"60003122";"190N7D33A0";"405000";"ZM04";"BUDGET";"MXN";2401.15000
"MEX";"Budget";"2007";"";"2016M11";"6202000";"60003000";"190N7I50A0";"405000";"ZM04";"BUDGET";"MXN";109.74000
"MEX";"Budget";"2007";"";"2016M11";"6308501";"60001030";"190N7B02A0";"405000";"ZM04";"BUDGET";"MXN";797.84000
"MEX";"Budget";"2007";"";"2016M11";"6308502";"60001033";"190N7D2740";"405101";"ZM04";"BUDGET";"MXN";303.09000
"MEX";"Budget";"2007";"";"2016M12";"6020000";"60000300";"190N7D1640";"405101";"ZM04";"BUDGET";"MXN";11512.31000
"MEX";"Budget";"2007";"";"2016M12";"6025000";"60000217";"190N7D1640";"405101";"ZM04";"BUDGET";"MXN";750.93000
"MEX";"Budget";"2007";"";"2016M12";"6025010";"60000218";"190N7D23A0";"405000";"ZM04";"BUDGET";"MXN";37577.65000
"MEX";"Budget";"2007";"";"2016M12";"6025013";"60000220";"190N7D06A0";"405000";"ZM04";"BUDGET";"MXN";154.75000
"MEX";"Budget";"2007";"";"2016M12";"6101007";"60000215";"190N7337C0";"405301";"ZM04";"BUDGET";"MXN";3029.68000
"MEX";"Budget";"2007";"";"2016M12";"6101007";"60000215";"190N7I50A0";"405000";"ZM04";"BUDGET";"MXN";8434.73000
"MEX";"Budget";"2007";"";"2016M12";"6101023";"60000216";"190N7D33A0";"405000";"ZM04";"BUDGET";"MXN";5921.67000
"MEX";"Budget";"2007";"";"2016M12";"6101027";"60000219";"190N7H49A0";"405000";"ZM04";"BUDGET";"MXN";1168.52000
"MEX";"Budget";"2007";"";"2016M12";"6103003";"60001011";"190N7101C0";"405301";"ZM04";"BUDGET";"MXN";1169.45000
"MEX";"Budget";"2007";"";"2016M12";"6103005";"60001009";"190N7B02A0";"405000";"ZM04";"BUDGET";"MXN";290.50000
"MEX";"Budget";"2007";"";"2016M12";"6104028";"60004518";"190N7938C0";"405301";"ZM04";"BUDGET";"MXN";65.34000
"MEX";"Budget";"2007";"";"2016M12";"6104028";"60004518";"190N7G46A0";"405000";"ZM04";"BUDGET";"MXN";238.79000
"MEX";"Budget";"2007";"";"2016M12";"6106002";"60003121";"190N7D33A0";"405000";"ZM04";"BUDGET";"MXN";10937.96000
"MEX";"Budget";"2007";"";"2016M12";"6106010";"60003150";"190N7D33A0";"405000";"ZM04";"BUDGET";"MXN";56215.79000
"MEX";"Budget";"2007";"";"2016M12";"6300000";"60000001";"190N7439C0";"405301";"ZM04";"BUDGET";"MXN";313539.03000
"MEX";"Budget";"2007";"";"2016M12";"6308501";"60001030";"190N7C05A0";"405000";"ZM04";"BUDGET";"MXN";1183.08000
"MEX";"Budget";"2007";"";"2016M12";"6308510";"60001032";"190N7101C0";"405301";"ZM04";"BUDGET";"MXN";252.30000
"MEX";"Budget";"2009";"";"2016M01";"6024004";"60000307";"190N9101C0";"405301";"ZM04";"BUDGET";"MXN";1557.76000
"MEX";"Budget";"2009";"";"2016M01";"6025013";"60000220";"190N9D12A0";"405000";"ZM04";"BUDGET";"MXN";162.77000
"MEX";"Budget";"2009";"";"2016M01";"6101023";"60000216";"190N9D33A0";"405000";"ZM04";"BUDGET";"MXN";4320.96000
"MEX";"Budget";"2009";"";"2016M01";"6103008";"60001014";"190N9101C0";"405301";"ZM04";"BUDGET";"MXN";115.00000
"MEX";"Budget";"2009";"";"2016M01";"6106002";"60003121";"190N9337C0";"405301";"ZM04";"BUDGET";"MXN";6077.53000
"MEX";"Budget";"2009";"";"2016M01";"6106005";"60003122";"190N9D33A0";"405000";"ZM04";"BUDGET";"MXN";5150.00000
"MEX";"Budget";"2009";"";"2016M01";"6201001";"60000517";"190N9D11A0";"405000";"ZM04";"BUDGET";"MXN";7782.25000
"MEX";"Budget";"2009";"";"2016M01";"6304502";"60000504";"190N9D11A0";"405000";"ZM04";"BUDGET";"MXN";127680.00000
"MEX";"Budget";"2009";"";"2016M02";"6025010";"60000218";"190N9D11A0";"405000";"ZM04";"BUDGET";"MXN";620540.03000
"MEX";"Budget";"2009";"";"2016M02";"6025013";"60000220";"190N9D36A0";"405000";"ZM04";"BUDGET";"MXN";276.11000
"MEX";"Budget";"2009";"";"2016M02";"6101027";"60000219";"190N9D12A0";"405000";"ZM04";"BUDGET";"MXN";590.29000
"MEX";"Budget";"2009";"";"2016M02";"6103006";"60001006";"190N9D06A0";"405000";"ZM04";"BUDGET";"MXN";950.00000
"MEX";"Budget";"2009";"";"2016M02";"6105013";"60000909";"170N9500F0";"405300";"ZM02";"BUDGET";"MXN";38516.72000
"MEX";"Budget";"2009";"";"2016M02";"6106005";"60003122";"190N9C03A0";"405000";"ZM04";"BUDGET";"MXN";1150.00000
"MEX";"Budget";"2009";"";"2016M02";"6200525";"60000813";"190N9H49A0";"405000";"ZM04";"BUDGET";"MXN";50.00000
"MEX";"Budget";"2009";"";"2016M02";"6300500";"60000022";"190N9439C0";"405301";"ZM04";"BUDGET";"MXN";33990.53000
"MEX";"Budget";"2009";"";"2016M03";"6025000";"60000217";"190N9D24A0";"405000";"ZM04";"BUDGET";"MXN";26071.17000
"MEX";"Budget";"2009";"";"2016M03";"6025013";"60000220";"190N9D31A0";"405000";"ZM04";"BUDGET";"MXN";24595.45000
"MEX";"Budget";"2009";"";"2016M03";"6101027";"60000219";"190N9D11A0";"405000";"ZM04";"BUDGET";"MXN";217384.19000
"MEX";"Budget";"2009";"";"2016M03";"6103008";"60001014";"190N9H49A0";"405000";"ZM04";"BUDGET";"MXN";115.00000
"MEX";"Budget";"2009";"";"2016M03";"6104035";"60001018";"190N9D2740";"405101";"ZM04";"BUDGET";"MXN";1854.00000
"MEX";"Budget";"2009";"";"2016M03";"6104036";"60001016";"190N9D06A0";"405000";"ZM04";"BUDGET";"MXN";115.00000
"MEX";"Budget";"2009";"";"2016M03";"6104050";"60001021";"190N9C05A0";"405000";"ZM04";"BUDGET";"MXN";669.00000
"MEX";"Budget";"2009";"";"2016M03";"6104084";"60001017";"190N9D2740";"405101";"ZM04";"BUDGET";"MXN";107.76000
"MEX";"Budget";"2009";"";"2016M03";"6106002";"60003121";"190N9D27A0";"405000";"ZM04";"BUDGET";"MXN";369.69000
"MEX";"Budget";"2009";"";"2016M03";"6106010";"60003150";"190N9I50A0";"405000";"ZM04";"BUDGET";"MXN";38020.00000
"MEX";"Budget";"2009";"";"2016M03";"6201026";"60003048";"190N9101C0";"405301";"ZM04";"BUDGET";"MXN";40.16000
"MEX";"Budget";"2009";"";"2016M04";"6020000";"60000300";"190N9439C0";"405301";"ZM04";"BUDGET";"MXN";7567.00000
"MEX";"Budget";"2009";"";"2016M04";"6025011";"60004204";"190N9C03A0";"405000";"ZM04";"BUDGET";"MXN";162083.09000
"MEX";"Budget";"2009";"";"2016M04";"6101023";"60000216";"190N9D11A0";"405000";"ZM04";"BUDGET";"MXN";93610.83000
"MEX";"Budget";"2009";"";"2016M04";"6103015";"60004404";"190N9101C0";"405301";"ZM04";"BUDGET";"MXN";1300.00000
"MEX";"Budget";"2009";"";"2016M04";"6106002";"60003121";"190N9337C0";"405301";"ZM04";"BUDGET";"MXN";6077.53000
"MEX";"Budget";"2009";"";"2016M04";"6106005";"60003122";"190N9D33A0";"405000";"ZM04";"BUDGET";"MXN";5150.00000
"MEX";"Budget";"2009";"";"2016M04";"6201026";"60003045";"190N9D31A0";"405000";"ZM04";"BUDGET";"MXN";3403.82000
"MEX";"Budget";"2009";"";"2016M05";"6020000";"60000300";"190N9337C0";"405301";"ZM04";"BUDGET";"MXN";7567.00000
"MEX";"Budget";"2009";"";"2016M05";"6025010";"60000218";"190N9D36A0";"405000";"ZM04";"BUDGET";"MXN";2459.54000
"MEX";"Budget";"2009";"";"2016M05";"6101007";"60000215";"190N9D07A0";"405000";"ZM04";"BUDGET";"MXN";43287.98000
"MEX";"Budget";"2009";"";"2016M05";"6101027";"60000219";"190N9D33A0";"405000";"ZM04";"BUDGET";"MXN";8826.57000
"MEX";"Budget";"2009";"";"2016M05";"6103015";"60004404";"190N9D31A0";"405000";"ZM04";"BUDGET";"MXN";800.00000
"MEX";"Budget";"2009";"";"2016M05";"6106002";"60003121";"190N9D33A0";"405000";"ZM04";"BUDGET";"MXN";14000.00000
"MEX";"Budget";"2009";"";"2016M05";"6106501";"60001103";"190N9101C0";"405301";"ZM04";"BUDGET";"MXN";625.95000
"MEX";"Budget";"2009";"";"2016M05";"6302001";"60003013";"190N9D2740";"405101";"ZM04";"BUDGET";"MXN";106408.84000
"MEX";"Budget";"2009";"";"2016M06";"6025010";"60000218";"190N9D06A0";"405000";"ZM04";"BUDGET";"MXN";7120.28000
"MEX";"Budget";"2009";"";"2016M06";"6025013";"60000220";"190N9D32A0";"405000";"ZM04";"BUDGET";"MXN";163.55000
"MEX";"Budget";"2009";"";"2016M06";"6101027";"60000219";"190N9D12A0";"405000";"ZM04";"BUDGET";"MXN";590.29000
